head,relation,tail,label
DB06616,CELL_DRUG,HT-1197,0
DB06616,CELL_DRUG,HT-3,0
DB06616,CELL_DRUG,HuH-7,0
DB06616,CELL_DRUG,IST-MES1,0
DB06616,CELL_DRUG,KALS-1,0
DB06616,CELL_DRUG,KARPAS-422,0
DB06616,CELL_DRUG,KNS-42,0
DB06616,CELL_DRUG,HT55,0
DB06616,CELL_DRUG,DMS-53,0
DB06616,CELL_DRUG,G-401,0
DB06616,CELL_DRUG,KP-N-YN,0
DB06616,CELL_DRUG,LNCaP-Clone-FGC,0
DB06616,CELL_DRUG,LS-123,0
DB06616,CELL_DRUG,MFE-280,0
DB06616,CELL_DRUG,MG-63,0
DB06616,CELL_DRUG,MPP-89,0
DB06616,CELL_DRUG,MRK-nu-1,0
DB06616,CELL_DRUG,NCI-H520,0
DB06616,CELL_DRUG,no-10,0
DB06616,CELL_DRUG,NCI-H747,0
DB06616,CELL_DRUG,NCI-H596,0
DB06616,CELL_DRUG,NCI-H441,0
DB06616,CELL_DRUG,NCI-H1436,0
DB06616,CELL_DRUG,NCI-H1993,0
DB06616,CELL_DRUG,Saos-2,0
DB06616,CELL_DRUG,SK-CO-1,0
DB06616,CELL_DRUG,SK-MEL-3,0
DB06616,CELL_DRUG,SK-MEL-30,0
DB06616,CELL_DRUG,SK-MEL-31,0
DB06616,CELL_DRUG,SNU-423,0
DB06616,CELL_DRUG,SW1088,0
DB06616,CELL_DRUG,SW1116,0
DB06616,CELL_DRUG,SW1417,0
DB06616,CELL_DRUG,SW1463,0
DB06616,CELL_DRUG,SW684,0
DB06616,CELL_DRUG,SW948,0
DB06616,CELL_DRUG,T84,0
DB06616,CELL_DRUG,TGBC1TKB,0
DB06616,CELL_DRUG,WM-115,0
DB06616,CELL_DRUG,YAPC,0
DB06616,CELL_DRUG,KURAMOCHI,0
DB06616,CELL_DRUG,CW-2,0
DB06616,CELL_DRUG,CHP-126,0
DB06616,CELL_DRUG,LN-405,0
DB06616,CELL_DRUG,IA-LM,0
DB06616,CELL_DRUG,C3A,0
DB06616,CELL_DRUG,CAL-85-1,0
DB06616,CELL_DRUG,NCI-H146,0
DB06616,CELL_DRUG,NCI-H1651,0
DB06616,CELL_DRUG,SNU-C1,0
DB06616,CELL_DRUG,CAPAN-2,0
DB06616,CELL_DRUG,CAL-51,0
DB06616,CELL_DRUG,GAK,0
DB06616,CELL_DRUG,AM-38,0
DB06616,CELL_DRUG,CAS-1,0
DB06616,CELL_DRUG,EFO-21,0
DB06616,CELL_DRUG,LS-1034,0
DB06616,CELL_DRUG,KLE,0
DB06616,CELL_DRUG,KNS-81-FD,0
DB06616,CELL_DRUG,MDA-MB-415,0
DB06616,CELL_DRUG,PANC-08-13,0
DB06616,CELL_DRUG,SiHa,0
DB06616,CELL_DRUG,SKG-IIIa,0
DB06616,CELL_DRUG,TT,0
DB06616,CELL_DRUG,VMRC-MELG,0
DB06616,CELL_DRUG,TE-6,0
DB06616,CELL_DRUG,YT,0
DB06616,CELL_DRUG,BT-474,0
DB06616,CELL_DRUG,OAW-28,0
DB06616,CELL_DRUG,D-247MG,0
DB06616,CELL_DRUG,D-263MG,0
DB06616,CELL_DRUG,CAMA-1,0
DB06616,CELL_DRUG,Caov-4,0
DB06616,CELL_DRUG,BT-483,0
DB06616,CELL_DRUG,M059J,0
DB06616,CELL_DRUG,LAN-6,0
DB06616,CELL_DRUG,NB10,0
DB06616,CELL_DRUG,NB12,0
DB06616,CELL_DRUG,NB17,0
DB06616,CELL_DRUG,RH-18,0
DB06616,CELL_DRUG,LS-180,0
DB06616,CELL_DRUG,COLO-783,0
DB06616,CELL_DRUG,EN,0
DB06616,CELL_DRUG,FU-OV-1,0
DB06616,CELL_DRUG,NCI-H2595,0
DB06616,CELL_DRUG,NCI-H2804,0
DB06616,CELL_DRUG,Hs-746T,0
DB06616,CELL_DRUG,NCI-H1836,0
DB06616,CELL_DRUG,NCI-H1915,0
DB06616,CELL_DRUG,NCI-H3122,0
DB06616,CELL_DRUG,OVKATE,0
DB06616,CELL_DRUG,CAL-78,0
DB06616,CELL_DRUG,CHSA0011,0
DB06616,CELL_DRUG,CL-11,0
DB06616,CELL_DRUG,CL-34,0
DB06616,CELL_DRUG,G-292-Clone-A141B1,0
DB06616,CELL_DRUG,NCI-H2461,0
DB06616,CELL_DRUG,HCC202,0
DB06616,CELL_DRUG,HCC-78,0
DB06616,CELL_DRUG,COR-L95,0
DB06616,CELL_DRUG,Hs-940-T,0
DB06616,CELL_DRUG,KMRC-1,0
DB06616,CELL_DRUG,NCI-H1435,0
DB06616,CELL_DRUG,NCI-H1688,0
DB06616,CELL_DRUG,NCI-H1781,0
DB06616,CELL_DRUG,NCI-H2172,0
DB06616,CELL_DRUG,PANC-04-03,0
DB06616,CELL_DRUG,PA-TU-8902,0
DB06616,CELL_DRUG,PL4,0
DB06616,CELL_DRUG,VCaP,0
DB06616,CELL_DRUG,WM1552C,0
DB06616,CELL_DRUG,MDA-MB-330,0
DB06616,CELL_DRUG,NCI-H1876,0
DB06616,CELL_DRUG,NCI-H2066,0
DB06616,CELL_DRUG,RC-K8,0
DB06616,CELL_DRUG,JHOS-3,0
DB06616,CELL_DRUG,JHOS-4,0
DB06616,CELL_DRUG,OV-7,0
DB06616,CELL_DRUG,OACM5-1,0
DB06616,CELL_DRUG,ESO51,0
DB00480,CELL_DRUG,MC-CAR,0
DB00480,CELL_DRUG,PFSK-1,0
DB00480,CELL_DRUG,ES5,0
DB00480,CELL_DRUG,ES7,0
DB00480,CELL_DRUG,EW-11,0
DB00480,CELL_DRUG,SK-ES-1,0
DB00480,CELL_DRUG,COLO-829,0
DB00480,CELL_DRUG,5637,0
DB00480,CELL_DRUG,RT4,0
DB00480,CELL_DRUG,SW780,0
DB00480,CELL_DRUG,TCCSUP,0
DB00480,CELL_DRUG,C-33-A,0
DB00480,CELL_DRUG,C-4-I,0
DB00480,CELL_DRUG,ME-180,0
DB00480,CELL_DRUG,42-MG-BA,0
DB00480,CELL_DRUG,8-MG-BA,0
DB00480,CELL_DRUG,A172,0
DB00480,CELL_DRUG,GB-1,0
DB00480,CELL_DRUG,T98G,0
DB00480,CELL_DRUG,U-118-MG,0
DB00480,CELL_DRUG,U-87-MG,0
DB00480,CELL_DRUG,YKG-1,0
DB00480,CELL_DRUG,ChaGo-K-1,0
DB00480,CELL_DRUG,NCI-H720,0
DB00480,CELL_DRUG,Calu-3,0
DB00480,CELL_DRUG,COR-L23,0
DB00480,CELL_DRUG,LK-2,0
DB00480,CELL_DRUG,NCI-H1437,0
DB00480,CELL_DRUG,NCI-H1623,0
DB00480,CELL_DRUG,NCI-H1648,0
DB00480,CELL_DRUG,NCI-H1650,0
DB00480,CELL_DRUG,NCI-H1693,0
DB00480,CELL_DRUG,NCI-H1770,0
DB00480,CELL_DRUG,NCI-H1838,0
DB00480,CELL_DRUG,NCI-H2085,0
DB00480,CELL_DRUG,NCI-H2170,0
DB00480,CELL_DRUG,NCI-H2228,0
DB00480,CELL_DRUG,NCI-H2342,0
DB00480,CELL_DRUG,NCI-H2347,0
DB00480,CELL_DRUG,NCI-H2405,0
DB00480,CELL_DRUG,NCI-H661,0
DB00480,CELL_DRUG,DMS-114,0
DB00480,CELL_DRUG,DMS-273,0
DB00480,CELL_DRUG,NCI-H1048,0
DB00480,CELL_DRUG,NCI-H1092,0
DB00480,CELL_DRUG,NCI-H1417,0
DB00480,CELL_DRUG,NCI-H1694,0
DB00480,CELL_DRUG,NCI-H187,0
DB00480,CELL_DRUG,NCI-H1963,0
DB00480,CELL_DRUG,NCI-H2029,0
DB00480,CELL_DRUG,NCI-H209,0
DB00480,CELL_DRUG,NCI-H2141,0
DB00480,CELL_DRUG,NCI-H2227,0
DB00480,CELL_DRUG,NCI-H345,0
DB00480,CELL_DRUG,NCI-H446,0
DB00480,CELL_DRUG,NCI-H526,0
DB00480,CELL_DRUG,NCI-H64,0
DB00480,CELL_DRUG,NCI-H69,0
DB00480,CELL_DRUG,NCI-H82,0
DB00480,CELL_DRUG,NCI-H2052,0
DB00480,CELL_DRUG,SK-N-DZ,0
DB00480,CELL_DRUG,SK-N-FI,0
DB00480,CELL_DRUG,VA-ES-BJ,0
DB00480,CELL_DRUG,VMRC-LCD,0
DB00480,CELL_DRUG,LU-139,0
DB00480,CELL_DRUG,SBC-5,0
DB00480,CELL_DRUG,SBC-1,0
DB00480,CELL_DRUG,LU-135,0
DB00480,CELL_DRUG,SK-N-SH,0
DB00480,CELL_DRUG,NCI-H2030,0
DB00480,CELL_DRUG,NCI-H2122,0
DB00480,CELL_DRUG,NCI-H1734,0
DB00480,CELL_DRUG,NCI-H650,0
DB00480,CELL_DRUG,SK-N-AS,0
DB00480,CELL_DRUG,NCI-H2087,0
DB00480,CELL_DRUG,SW756,0
DB00480,CELL_DRUG,NCI-H727,0
DB00480,CELL_DRUG,Calu-6,0
DB00480,CELL_DRUG,LU-65,0
DB00480,CELL_DRUG,NCI-H1355,0
DB00480,CELL_DRUG,NCI-H1792,0
DB00480,CELL_DRUG,HPAF-II,0
DB00480,CELL_DRUG,MIA-PaCa-2,0
DB00480,CELL_DRUG,SHP-77,0
DB00480,CELL_DRUG,NCI-H2009,0
DB00480,CELL_DRUG,NCI-H2291,0
DB00480,CELL_DRUG,SW1573,0
DB00480,CELL_DRUG,SW900,0
DB00480,CELL_DRUG,TE-5,0
DB00480,CELL_DRUG,HCC1954,0
DB00480,CELL_DRUG,HCC1143,0
DB00480,CELL_DRUG,HCC1187,0
DB00480,CELL_DRUG,HCC1395,0
DB00480,CELL_DRUG,HCC1937,0
DB00480,CELL_DRUG,HCC2157,0
DB00480,CELL_DRUG,HCC2218,0
DB00480,CELL_DRUG,HCC38,0
DB00480,CELL_DRUG,BB49-HNC,0
DB00480,CELL_DRUG,BB65-RCC,0
DB00480,CELL_DRUG,BEN,0
DB00480,CELL_DRUG,BHY,0
DB00480,CELL_DRUG,Ca9-22,0
DB00480,CELL_DRUG,CADO-ES1,0
DB00480,CELL_DRUG,CAL-12T,0
DB00480,CELL_DRUG,CP50-MEL-B,0
DB00480,CELL_DRUG,CP66-MEL,0
DB00480,CELL_DRUG,D-542MG,0
DB00480,CELL_DRUG,DMS-79,0
DB00480,CELL_DRUG,DSH1,0
DB00480,CELL_DRUG,EBC-1,0
DB00480,CELL_DRUG,EC-GI-10,0
DB00480,CELL_DRUG,EPLC-272H,0
DB00480,CELL_DRUG,HA7-RCC,0
DB00480,CELL_DRUG,HCE-4,0
DB00480,CELL_DRUG,HO-1-u-1,0
DB00480,CELL_DRUG,HSC-2,0
DB00480,CELL_DRUG,IM-9,0
DB00480,CELL_DRUG,IST-SL1,0
DB00480,CELL_DRUG,IST-SL2,0
DB00480,CELL_DRUG,J82,0
DB00480,CELL_DRUG,KNS-62,0
DB00480,CELL_DRUG,KOSC-2,0
DB00480,CELL_DRUG,KP-4,0
DB00480,CELL_DRUG,KYSE-140,0
DB00480,CELL_DRUG,KYSE-410,0
DB00480,CELL_DRUG,KYSE-520,0
DB00480,CELL_DRUG,KYSE-70,0
DB00480,CELL_DRUG,LB1047-RCC,0
DB00480,CELL_DRUG,LB2241-RCC,0
DB00480,CELL_DRUG,LB2518-MEL,0
DB00480,CELL_DRUG,LB373-MEL-D,0
DB00480,CELL_DRUG,LB647-SCLC,0
DB00480,CELL_DRUG,LB831-BLC,0
DB00480,CELL_DRUG,LCLC-103H,0
DB00480,CELL_DRUG,LU-134-A,0
DB00480,CELL_DRUG,LU-165,0
DB00480,CELL_DRUG,LXF-289,0
DB00480,CELL_DRUG,MS-1,0
DB00480,CELL_DRUG,MZ1-PC,0
DB00480,CELL_DRUG,MZ7-mel,0
DB00480,CELL_DRUG,NCI-H1304,0
DB00480,CELL_DRUG,NCI-H1563,0
DB00480,CELL_DRUG,NCI-H292,0
DB00480,CELL_DRUG,NCI-H510A,0
DB00480,CELL_DRUG,NCI-H835,0
DB00480,CELL_DRUG,PC-14,0
DB00480,CELL_DRUG,SBC-3,0
DB00480,CELL_DRUG,SK-MM-2,0
DB00480,CELL_DRUG,TE-15,0
DB00480,CELL_DRUG,U-266,0
DB00480,CELL_DRUG,BE2-M17,0
DB00480,CELL_DRUG,KELLY,0
DB00480,CELL_DRUG,SIMA,0
DB00480,CELL_DRUG,TE-10,0
DB00480,CELL_DRUG,TE-8,0
DB00480,CELL_DRUG,CAPAN-1,0
DB00480,CELL_DRUG,OVCAR-3,0
DB00480,CELL_DRUG,PC-3,0
DB00480,CELL_DRUG,DU-145,0
DB00480,CELL_DRUG,HCT-116,0
DB00480,CELL_DRUG,HCT-15,0
DB00480,CELL_DRUG,HL-60,0
DB00480,CELL_DRUG,HT-29,0
DB00480,CELL_DRUG,K-562,0
DB00480,CELL_DRUG,NCI-H226,0
DB00480,CELL_DRUG,NCI-H23,0
DB00480,CELL_DRUG,NCI-H460,0
DB00480,CELL_DRUG,T47D,0
DB00480,CELL_DRUG,MCF7,0
DB00480,CELL_DRUG,786-0,0
DB00480,CELL_DRUG,A498,0
DB00480,CELL_DRUG,A549,0
DB00480,CELL_DRUG,ACHN,0
DB00480,CELL_DRUG,BT-549,0
DB00480,CELL_DRUG,SK-MEL-2,0
DB00480,CELL_DRUG,Hs-578-T,0
DB00480,CELL_DRUG,SK-OV-3,0
DB00480,CELL_DRUG,MDA-MB-231,0
DB00480,CELL_DRUG,COLO-205,0
DB00480,CELL_DRUG,CAKI-1,0
DB00480,CELL_DRUG,SR,0
DB00480,CELL_DRUG,IGROV-1,0
DB00480,CELL_DRUG,OVCAR-5,0
DB00480,CELL_DRUG,EKVX,0
DB00480,CELL_DRUG,HCC2998,0
DB00480,CELL_DRUG,HOP-62,0
DB00480,CELL_DRUG,HOP-92,0
DB00480,CELL_DRUG,M14,0
DB00480,CELL_DRUG,UACC-62,0
DB00480,CELL_DRUG,UACC-257,0
DB00480,CELL_DRUG,RXF393,0
DB00480,CELL_DRUG,SN12C,0
DB00480,CELL_DRUG,TK10,0
DB00480,CELL_DRUG,U031,0
DB00480,CELL_DRUG,SNB75,0
DB00480,CELL_DRUG,U251,0
DB00480,CELL_DRUG,SF539,0
DB00480,CELL_DRUG,SF295,0
DB00480,CELL_DRUG,SF268,0
DB00480,CELL_DRUG,KM12,0
DB00480,CELL_DRUG,OVCAR-4,0
DB00480,CELL_DRUG,OVCAR-8,0
DB00480,CELL_DRUG,BxPC-3,0
DB00480,CELL_DRUG,BHT-101,0
DB00480,CELL_DRUG,Becker,0
DB00480,CELL_DRUG,ARH-77,0
DB00480,CELL_DRUG,AGS,0
DB00480,CELL_DRUG,A253,0
DB00480,CELL_DRUG,8305C,0
DB00480,CELL_DRUG,647-V,0
DB00480,CELL_DRUG,639-V,0
DB00480,CELL_DRUG,BT-20,0
DB00480,CELL_DRUG,COR-L88,0
DB00480,CELL_DRUG,COLO-824,0
DB00480,CELL_DRUG,COLO-800,0
DB00480,CELL_DRUG,COLO-792,0
DB00480,CELL_DRUG,COLO-680N,0
DB00480,CELL_DRUG,COLO-679,0
DB00480,CELL_DRUG,CFPAC-1,0
DB00480,CELL_DRUG,CCF-STTG1,0
DB00480,CELL_DRUG,Ca-Ski,0
DB00480,CELL_DRUG,CAL-120,0
DB00480,CELL_DRUG,CAL-72,0
DB00480,CELL_DRUG,C32,0
DB00480,CELL_DRUG,Daudi,0
DB00480,CELL_DRUG,DB,0
DB00480,CELL_DRUG,D-283MED,0
DB00480,CELL_DRUG,DBTRG-05MG,0
DB00480,CELL_DRUG,Detroit562,0
DB00480,CELL_DRUG,DG-75,0
DB00480,CELL_DRUG,DK-MG,0
DB00480,CELL_DRUG,DJM-1,0
DB00480,CELL_DRUG,DOHH-2,0
DB00480,CELL_DRUG,DoTc2-4510,0
DB00480,CELL_DRUG,DU-4475,0
DB00480,CELL_DRUG,EB2,0
DB00480,CELL_DRUG,EB-3,0
DB00480,CELL_DRUG,ECC10,0
DB00480,CELL_DRUG,EFM-19,0
DB00480,CELL_DRUG,EFO-27,0
DB00480,CELL_DRUG,EGI-1,0
DB00480,CELL_DRUG,EHEB,0
DB00480,CELL_DRUG,EM-2,0
DB00480,CELL_DRUG,ETK-1,0
DB00480,CELL_DRUG,EVSA-T,0
DB00480,CELL_DRUG,FADU,0
DB00480,CELL_DRUG,FTC-133,0
DB00480,CELL_DRUG,G-361,0
DB00480,CELL_DRUG,GAMG,0
DB00480,CELL_DRUG,GCIY,0
DB00480,CELL_DRUG,GDM-1,0
DB00480,CELL_DRUG,GI-1,0
DB00480,CELL_DRUG,GI-ME-N,0
DB00480,CELL_DRUG,GMS-10,0
DB00480,CELL_DRUG,GOTO,0
DB00480,CELL_DRUG,GCT,0
DB00480,CELL_DRUG,ESS-1,0
DB00480,CELL_DRUG,H4,0
DB00480,CELL_DRUG,HC-1,0
DB00480,CELL_DRUG,HCC1419,0
DB00480,CELL_DRUG,HCC1569,0
DB00480,CELL_DRUG,HCC1806,0
DB00480,CELL_DRUG,HCC70,0
DB00480,CELL_DRUG,HD-MY-Z,0
DB00480,CELL_DRUG,HEC-1,0
DB00480,CELL_DRUG,HH,0
DB00480,CELL_DRUG,HLE,0
DB00480,CELL_DRUG,HMV-II,0
DB00480,CELL_DRUG,HN,0
DB00480,CELL_DRUG,HOS,0
DB00480,CELL_DRUG,HSC-3,0
DB00480,CELL_DRUG,HT,0
DB00480,CELL_DRUG,HT-1080,0
DB00480,CELL_DRUG,HT-1197,0
DB00480,CELL_DRUG,HT-1376,0
DB00480,CELL_DRUG,HT-144,0
DB00480,CELL_DRUG,HT-3,0
DB00480,CELL_DRUG,HuCCT1,0
DB00480,CELL_DRUG,HuH-7,0
DB00480,CELL_DRUG,HuO9,0
DB00480,CELL_DRUG,HuTu-80,0
DB00480,CELL_DRUG,IGR-1,0
DB00480,CELL_DRUG,IPC-298,0
DB00480,CELL_DRUG,IST-MEL1,0
DB00480,CELL_DRUG,IST-MES1,0
DB00480,CELL_DRUG,JiyoyeP-2003,0
DB00480,CELL_DRUG,JVM-2,0
DB00480,CELL_DRUG,JVM-3,0
DB00480,CELL_DRUG,KALS-1,0
DB00480,CELL_DRUG,KARPAS-45,0
DB00480,CELL_DRUG,KARPAS-299,0
DB00480,CELL_DRUG,KATOIII,0
DB00480,CELL_DRUG,KG-1,0
DB00480,CELL_DRUG,KINGS-1,0
DB00480,CELL_DRUG,KMOE-2,0
DB00480,CELL_DRUG,KNS-42,0
DB00480,CELL_DRUG,HuP-T3,0
DB00480,CELL_DRUG,HuP-T4,0
DB00480,CELL_DRUG,HT55,0
DB00480,CELL_DRUG,HT-115,0
DB00480,CELL_DRUG,GP5d,0
DB00480,CELL_DRUG,DMS-53,0
DB00480,CELL_DRUG,G-402,0
DB00480,CELL_DRUG,G-401,0
DB00480,CELL_DRUG,KU812,0
DB00480,CELL_DRUG,KU-19-19,0
DB00480,CELL_DRUG,KS-1,0
DB00480,CELL_DRUG,KP-N-YN,0
DB00480,CELL_DRUG,KYSE-150,0
DB00480,CELL_DRUG,KYSE-180,0
DB00480,CELL_DRUG,KYSE-450,0
DB00480,CELL_DRUG,KYSE-510,0
DB00480,CELL_DRUG,L-428,0
DB00480,CELL_DRUG,LAMA-84,0
DB00480,CELL_DRUG,LC-2-ad,0
DB00480,CELL_DRUG,LC4-1,0
DB00480,CELL_DRUG,LNCaP-Clone-FGC,0
DB00480,CELL_DRUG,LOUCY,0
DB00480,CELL_DRUG,LoVo,0
DB00480,CELL_DRUG,LP-1,0
DB00480,CELL_DRUG,LS-123,0
DB00480,CELL_DRUG,LS-411N,0
DB00480,CELL_DRUG,LS-513,0
DB00480,CELL_DRUG,MDA-MB-175-VII,0
DB00480,CELL_DRUG,MDA-MB-453,0
DB00480,CELL_DRUG,MDA-MB-468,0
DB00480,CELL_DRUG,MEL-HO,0
DB00480,CELL_DRUG,MEL-JUSO,0
DB00480,CELL_DRUG,MEG-01,0
DB00480,CELL_DRUG,MES-SA,0
DB00480,CELL_DRUG,Mewo,0
DB00480,CELL_DRUG,MFE-280,0
DB00480,CELL_DRUG,MFE-296,0
DB00480,CELL_DRUG,MG-63,0
DB00480,CELL_DRUG,MHH-ES-1,0
DB00480,CELL_DRUG,MHH-NB-11,0
DB00480,CELL_DRUG,MHH-PREB-1,0
DB00480,CELL_DRUG,MKN28,0
DB00480,CELL_DRUG,ML-2,0
DB00480,CELL_DRUG,MN-60,0
DB00480,CELL_DRUG,MOG-G-CCM,0
DB00480,CELL_DRUG,MOG-G-UVW,0
DB00480,CELL_DRUG,MOLT-16,0
DB00480,CELL_DRUG,MONO-MAC-6,0
DB00480,CELL_DRUG,Mo-T,0
DB00480,CELL_DRUG,MPP-89,0
DB00480,CELL_DRUG,MRK-nu-1,0
DB00480,CELL_DRUG,NALM-6,0
DB00480,CELL_DRUG,NAMALWA,0
DB00480,CELL_DRUG,NCI-H508,0
DB00480,CELL_DRUG,NCI-H520,0
DB00480,CELL_DRUG,SNU-1,0
DB00480,CELL_DRUG,SNU-5,0
DB00480,CELL_DRUG,SNU-16,0
DB00480,CELL_DRUG,NH-12,0
DB00480,CELL_DRUG,NMC-G1,0
DB00480,CELL_DRUG,no-11,0
DB00480,CELL_DRUG,NOMO-1,0
DB00480,CELL_DRUG,no-10,0
DB00480,CELL_DRUG,NTERA-2-cl-D1,0
DB00480,CELL_DRUG,NUGC-3,0
DB00480,CELL_DRUG,NCI-H747,0
DB00480,CELL_DRUG,NCI-H596,0
DB00480,CELL_DRUG,NCI-H441,0
DB00480,CELL_DRUG,NCI-N87,0
DB00480,CELL_DRUG,NCI-H2452,0
DB00480,CELL_DRUG,NCI-H1793,0
DB00480,CELL_DRUG,NCI-H358,0
DB00480,CELL_DRUG,NCI-H1155,0
DB00480,CELL_DRUG,NCI-H1105,0
DB00480,CELL_DRUG,NCI-H1436,0
DB00480,CELL_DRUG,NCI-H28,0
DB00480,CELL_DRUG,NCI-H1581,0
DB00480,CELL_DRUG,NCI-H1573,0
DB00480,CELL_DRUG,NCI-H1666,0
DB00480,CELL_DRUG,NCI-H1703,0
DB00480,CELL_DRUG,NCI-H1755,0
DB00480,CELL_DRUG,NCI-H1993,0
DB00480,CELL_DRUG,NCI-H2081,0
DB00480,CELL_DRUG,NCI-H524,0
DB00480,CELL_DRUG,OPM-2,0
DB00480,CELL_DRUG,OS-RC-2,0
DB00480,CELL_DRUG,P12-ICHIKAWA,0
DB00480,CELL_DRUG,PA-1,0
DB00480,CELL_DRUG,OCUB-M,0
DB00480,CELL_DRUG,OC-314,0
DB00480,CELL_DRUG,PF-382,0
DB00480,CELL_DRUG,Raji,0
DB00480,CELL_DRUG,RCM-1,0
DB00480,CELL_DRUG,RD,0
DB00480,CELL_DRUG,RF-48,0
DB00480,CELL_DRUG,RKO,0
DB00480,CELL_DRUG,RMG-I,0
DB00480,CELL_DRUG,RPMI-6666,0
DB00480,CELL_DRUG,RPMI-8402,0
DB00480,CELL_DRUG,RT-112,0
DB00480,CELL_DRUG,RVH-421,0
DB00480,CELL_DRUG,Saos-2,0
DB00480,CELL_DRUG,SAS,0
DB00480,CELL_DRUG,SCC-9,0
DB00480,CELL_DRUG,SCH,0
DB00480,CELL_DRUG,SF126,0
DB00480,CELL_DRUG,SH-4,0
DB00480,CELL_DRUG,SJRH30,0
DB00480,CELL_DRUG,SJSA-1,0
DB00480,CELL_DRUG,SK-CO-1,0
DB00480,CELL_DRUG,SK-HEP-1,0
DB00480,CELL_DRUG,SK-LMS-1,0
DB00480,CELL_DRUG,SK-LU-1,0
DB00480,CELL_DRUG,SK-MEL-1,0
DB00480,CELL_DRUG,SK-MEL-3,0
DB00480,CELL_DRUG,SK-MEL-24,0
DB00480,CELL_DRUG,SK-MEL-30,0
DB00480,CELL_DRUG,SK-MEL-31,0
DB00480,CELL_DRUG,SK-MES-1,0
DB00480,CELL_DRUG,SK-MG-1,0
DB00480,CELL_DRUG,SK-PN-DW,0
DB00480,CELL_DRUG,SK-UT-1,0
DB00480,CELL_DRUG,SNU-387,0
DB00480,CELL_DRUG,SNU-423,0
DB00480,CELL_DRUG,SNU-449,0
DB00480,CELL_DRUG,SNU-C2B,0
DB00480,CELL_DRUG,SUP-T1,0
DB00480,CELL_DRUG,SW13,0
DB00480,CELL_DRUG,SW1088,0
DB00480,CELL_DRUG,SW1116,0
DB00480,CELL_DRUG,SW1417,0
DB00480,CELL_DRUG,SW1463,0
DB00480,CELL_DRUG,SW1710,0
DB00480,CELL_DRUG,SW1783,0
DB00480,CELL_DRUG,SW48,0
DB00480,CELL_DRUG,SW626,0
DB00480,CELL_DRUG,SW684,0
DB00480,CELL_DRUG,SW837,0
DB00480,CELL_DRUG,SW872,0
DB00480,CELL_DRUG,SW948,0
DB00480,CELL_DRUG,SW962,0
DB00480,CELL_DRUG,SW982,0
DB00480,CELL_DRUG,T84,0
DB00480,CELL_DRUG,TGBC1TKB,0
DB00480,CELL_DRUG,TGBC11TKB,0
DB00480,CELL_DRUG,THP-1,0
DB00480,CELL_DRUG,TUR,0
DB00480,CELL_DRUG,TYK-nu,0
DB00480,CELL_DRUG,U-2-OS,0
DB00480,CELL_DRUG,U-698-M,0
DB00480,CELL_DRUG,UACC-893,0
DB00480,CELL_DRUG,UMC-11,0
DB00480,CELL_DRUG,VM-CUB-1,0
DB00480,CELL_DRUG,VMRC-RCZ,0
DB00480,CELL_DRUG,YAPC,0
DB00480,CELL_DRUG,YH-13,0
DB00480,CELL_DRUG,ZR-75-30,0
DB00480,CELL_DRUG,RCC10RGB,0
DB00480,CELL_DRUG,KURAMOCHI,0
DB00480,CELL_DRUG,KM-H2,0
DB00480,CELL_DRUG,HuO-3N1,0
DB00480,CELL_DRUG,OE19,0
DB00480,CELL_DRUG,SUP-B8,0
DB00480,CELL_DRUG,NCI-H838,0
DB00480,CELL_DRUG,QIMR-WIL,0
DB00480,CELL_DRUG,PSN1,0
DB00480,CELL_DRUG,OAW-42,0
DB00480,CELL_DRUG,CW-2,0
DB00480,CELL_DRUG,CMK,0
DB00480,CELL_DRUG,CHP-126,0
DB00480,CELL_DRUG,CGTH-W-1,0
DB00480,CELL_DRUG,COLO-320-HSR,0
DB00480,CELL_DRUG,CESS,0
DB00480,CELL_DRUG,COLO-678,0
DB00480,CELL_DRUG,COLO-684,0
DB00480,CELL_DRUG,COLO-668,0
DB00480,CELL_DRUG,LN-405,0
DB00480,CELL_DRUG,TGBC24TKB,0
DB00480,CELL_DRUG,A388,0
DB00480,CELL_DRUG,BFTC-909,0
DB00480,CELL_DRUG,C2BBe1,0
DB00480,CELL_DRUG,SCC-25,0
DB00480,CELL_DRUG,AsPC-1,0
DB00480,CELL_DRUG,CA46,0
DB00480,CELL_DRUG,AU565,0
DB00480,CELL_DRUG,BALL-1,0
DB00480,CELL_DRUG,BL-41,0
DB00480,CELL_DRUG,IA-LM,0
DB00480,CELL_DRUG,TGW,0
DB00480,CELL_DRUG,AN3-CA,0
DB00480,CELL_DRUG,A204,0
DB00480,CELL_DRUG,NY,0
DB00480,CELL_DRUG,C3A,0
DB00480,CELL_DRUG,A427,0
DB00480,CELL_DRUG,CAL-85-1,0
DB00480,CELL_DRUG,CHL-1,0
DB00480,CELL_DRUG,RL,0
DB00480,CELL_DRUG,NCI-H146,0
DB00480,CELL_DRUG,NCI-H1651,0
DB00480,CELL_DRUG,RPMI-7951,0
DB00480,CELL_DRUG,SCC-4,0
DB00480,CELL_DRUG,SNU-C1,0
DB00480,CELL_DRUG,ST486,0
DB00480,CELL_DRUG,SCC-15,0
DB00480,CELL_DRUG,CAPAN-2,0
DB00480,CELL_DRUG,CAL-27,0
DB00480,CELL_DRUG,BC-1,0
DB00480,CELL_DRUG,A704,0
DB00480,CELL_DRUG,A101D,0
